id;access;bicycle;crossing;foot;footway;highway;horse;junction;lanes;lit;maxspeed;name;oneway;service;surface
741;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
742;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
743;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
744;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
745;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
746;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
747;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
748;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
749;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
750;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
751;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
752;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
753;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
754;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
755;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
756;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
757;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
758;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
759;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
760;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
761;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
762;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
763;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
764;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
765;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
766;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
767;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
768;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
769;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
770;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
771;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
772;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
773;-;-;-;-;-;unclassified;-;-;-;-;-;-;-;-;-
774;-;-;-;-;-;unclassified;-;-;-;-;-;-;-;-;-
775;-;-;-;-;-;unclassified;-;-;-;-;-;-;-;-;-
776;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
777;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
778;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
779;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
780;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
781;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
782;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
783;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
784;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;yes;-;-
785;-;-;-;-;-;residential;-;-;-;-;-;-;yes;-;-
786;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;-;-;-
787;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
788;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
789;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
790;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
791;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
792;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;-;-;-
793;-;-;-;-;-;residential;-;-;-;-;-;-;-;-;-
794;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
795;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
796;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
797;-;-;-;-;-;primary;-;-;-;-;-;Avenida Nerópolis;yes;-;paved
798;-;-;-;-;-;tertiary;-;-;-;-;-;Rua R-2;yes;-;-
799;-;-;-;-;-;residential;-;-;-;-;-;-;yes;-;-
800;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
801;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
802;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
803;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
804;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
805;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
806;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
807;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
808;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
809;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
810;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;paved
811;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;paved
812;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;paved
813;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
814;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
815;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
816;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
817;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
818;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
819;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
820;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;asphalt
821;-;-;-;-;-;secondary_link;-;-;-;-;-;-;yes;-;-
822;-;-;-;-;-;secondary_link;-;-;-;-;-;-;yes;-;-
823;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
824;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
825;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
826;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
827;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
828;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
829;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
830;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
831;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
832;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
833;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
834;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
835;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
